activity,body_acc_x,body_acc_y,body_acc_z,body_gyro_x,body_gyro_y,body_gyro_z,total_acc_x,total_acc_y,total_acc_z
1,0.2508332,-0.5069652,-0.05088249,0.8751524,1.480556,-0.1357779,1.260313,-0.7526903,-0.09378208
1,-0.1174374,-0.2537592,-0.006597032,0.5059028,0.4054721,-0.1638231,0.8917996,-0.4994818,-0.04962053
1,-0.3779216,0.05866968,0.01904006,-0.02170303,-0.8802956,0.1037542,0.631126,-0.1870607,-0.02403202
1,-0.1497759,0.08483762,-0.02569867,-0.4158331,-1.075189,0.358569,0.8591232,-0.1609165,-0.06874959
1,0.05837439,-0.008511819,-0.03968038,-0.6388834,-1.008277,0.260816,1.067153,-0.2543032,-0.08264595
1,0.0841306,-0.1085032,-0.06186557,-0.4315546,-1.222294,0.01222412,1.09281,-0.3543432,-0.104688
1,0.01238557,-0.2867118,-0.06349464,0.06161624,-1.022201,-0.09069743,1.02099,-0.5326144,-0.1061234
1,-0.09518741,-0.3174203,-0.01819222,0.4531898,-0.7676922,-0.3387272,0.9133641,-0.5634081,-0.06058362
1,-0.2375038,-0.1765243,0.006212894,0.7116481,-0.9253159,-0.3672964,0.7710141,-0.4226315,-0.03590329
1,-0.3346187,-0.01687329,0.005829499,0.7014186,-1.016435,-0.07856916,0.6738745,-0.2631427,-0.03597773
1,-0.2787561,0.07803791,-0.01144152,0.6160317,-1.049422,0.03609613,0.7297076,-0.1684385,-0.05290929
1,-0.1566082,0.1242725,-0.07611976,0.5524224,-0.985665,0.1393697,0.851807,-0.1224508,-0.1172213
1,0.02292153,0.1746117,-0.1386399,0.3060638,-0.5431155,0.1215933,1.03126,-0.07239001,-0.1793538
1,0.07322167,0.2078123,-0.1307149,0.1938597,-0.0704412,0.09042284,1.081455,-0.03948857,-0.1710277
1,-0.06965584,0.2235763,-0.05796579,0.1250973,-0.03890145,0.2834346,0.9384444,-0.02403254,-0.09787197
1,-0.1403591,0.1996656,0.01499679,-0.000411407,-0.3403216,0.3232426,0.8675833,-0.04824784,-0.02450328
1,-0.1244644,0.1813735,0.01637399,0.07319746,-0.4630277,0.3784429,0.8832931,-0.06682982,-0.02272313
1,-0.06598272,0.1691456,-0.02883618,0.08273816,-0.3494174,0.4293586,0.941559,-0.07932315,-0.06753434
1,-0.003843878,0.1080889,-0.08381906,0.1231246,-0.218376,0.325229,1.00345,-0.1406133,-0.1221237
1,-0.00250486,0.07577724,-0.1270387,0.3145302,0.03870841,0.3216273,1.004509,-0.173121,-0.1649589
1,-0.005917505,0.06751554,-0.1186434,0.4017898,0.3081123,0.2700804,1.000787,-0.1815384,-0.1561937
1,0.01448123,0.05606704,-0.09154823,0.4054417,0.3008983,0.2136923,1.02085,-0.1931009,-0.1287488
1,0.06156352,0.05810208,-0.06326398,0.2709184,-0.02134236,0.05259236,1.067574,-0.1911377,-0.10014
1,0.1378539,0.07144466,-0.02650854,0.1477809,-0.5807562,-0.3175041,1.143488,-0.1778246,-0.0630881
1,0.237744,0.1121309,-0.03981416,0.1900304,-0.9413864,-0.404968,1.242991,-0.1371247,-0.07612672
1,0.3108315,0.1282399,-0.1040273,0.1560751,-0.6885156,-0.3108071,1.315694,-0.1209575,-0.1401032
1,0.2939477,0.07742648,-0.1579533,-0.1412791,-0.3811872,-0.3584253,1.29844,-0.1716658,-0.1938255
1,-0.0811849,-0.1129824,-0.1864779,-1.343987,-1.067804,-0.4604561,0.9226666,-0.3617237,-0.2220615
1,-0.2133337,-0.2712275,-0.2177956,-1.285553,-1.396376,-0.4394336,0.7902553,-0.5197328,-0.2533073
1,-0.1487853,-0.3861756,-0.2929294,-0.6239075,-0.6760306,-0.456068,0.8545722,-0.6344204,-0.3284274
1,0.008568858,-0.3741481,-0.2980389,0.2242856,1.131292,-0.5692336,1.011717,-0.6221262,-0.3335901
1,0.2287624,-0.4345044,-0.2826246,0.7068973,2.043665,-0.7218279,1.231718,-0.6822302,-0.3183055
1,0.3817579,-0.4553117,-0.224529,0.6040944,1.586226,-0.7062835,1.384546,-0.7028202,-0.2604248
1,0.2961411,-0.1966718,-0.05813396,0.2777639,0.9851627,-0.4125172,1.298797,-0.4440171,-0.09433533
1,0.1231366,0.1122342,0.0018717,-0.1474918,0.4842973,-0.015331,1.12571,-0.1350131,-0.03472561
1,-0.01229624,0.2537077,-0.02478932,-0.5748526,0.2662863,0.2829724,0.99025,0.006494709,-0.06186805
1,-0.1036251,0.1979323,-0.02407078,-0.586154,0.8206772,0.3605291,0.8989501,-0.04929845,-0.06170985
1,-0.09494335,0.1046837,-0.06468907,-0.4894371,1.553358,0.3136421,0.9077104,-0.1426029,-0.1029615
1,-0.1607047,0.08770386,-0.02536346,-0.5709756,1.541899,0.2583606,0.8420683,-0.1596657,-0.06433727
1,-0.2639648,0.03028112,0.07741243,-0.4934136,1.175745,0.1581376,0.7389575,-0.2171912,0.03767469
1,-0.2421522,0.03776478,0.1303027,-0.3840067,0.8005519,0.08014164,0.7609366,-0.2098251,0.08974659
1,-0.2846621,0.08352085,0.1825834,-0.2466046,0.3649269,0.1055529,0.718596,-0.1641976,0.1411655
1,-0.3146121,0.08104196,0.185459,-0.03125437,0.3401378,0.2069591,0.6888034,-0.1668118,0.1431495
1,-0.2823187,0.1467679,0.1961113,0.03403622,0.24712,0.2565724,0.7212279,-0.1012227,0.1528939
1,-0.3099797,0.1441869,0.2541525,0.1329477,-0.1951201,0.1660555,0.6936577,-0.1039357,0.2100251
1,-0.2680579,0.1115541,0.2387974,0.1816925,-0.3686826,0.00753801,0.7356176,-0.1366888,0.1937716
1,-0.2109795,0.1166166,0.2068514,0.05760068,-0.4119739,-0.1206444,0.7926706,-0.1317288,0.1609529
1,-0.1285274,0.02939696,0.1833319,-0.01056031,-0.4655766,-0.1843646,0.8750265,-0.2190286,0.1365982
1,0.08419314,-0.003407021,0.1403852,-0.03223337,-0.464683,-0.2085307,1.087578,-0.2518882,0.09286329
1,0.3407801,0.0419222,0.1359082,0.008729991,-0.1403717,-0.1813682,1.343928,-0.2065902,0.08765253
1,0.4996953,0.1178824,0.1427657,0.03453574,0.7154603,-0.1524586,1.502555,-0.1306369,0.093836
1,0.3777624,0.2617841,0.2019611,-0.1104014,1.23025,-0.1351148,1.380306,0.01328533,0.1524223
1,0.2626155,0.2830963,0.3318187,-0.4092531,0.8195041,0.04198262,1.26484,0.03465281,0.2817426
1,0.3784817,0.004457054,0.3262605,-0.6038348,0.2028036,0.3612571,1.380402,-0.2438876,0.2757281
1,0.4035291,-0.427964,0.0948024,-0.1817531,0.1244899,0.5957321,1.405178,-0.6761654,0.04390496
1,0.3083082,-0.5632341,-0.1131161,0.5187792,0.5531567,0.5663559,1.309736,-0.8112613,-0.1642834
1,0.01940268,-0.3464133,-0.06741782,0.7384537,0.8919109,0.3056207,1.020672,-0.5942595,-0.1187647
1,-0.357733,-0.1886629,0.005501844,0.679818,0.3177359,0.102657,0.6434437,-0.4363439,-0.04594327
1,-0.2282715,-0.1046123,-0.07516951,0.5018059,-0.5421219,0.1418657,0.7728674,-0.3521579,-0.1266395
1,0.05371694,0.03295406,-0.07953495,0.03343664,-0.464643,0.1677813,1.054858,-0.2144918,-0.130964
1,-0.01364748,0.05785423,-0.05206538,-0.3944693,-0.4172543,-0.02149764,0.9875283,-0.1895274,-0.103396
1,-0.05615736,-0.05426314,-0.06015805,-0.4809539,-0.917164,-0.07677057,0.9450807,-0.3016131,-0.1113404
1,-0.1209125,-0.1500183,0.03295891,-0.2164965,-1.169308,0.002514873,0.8804121,-0.3973674,-0.01803204
1,-0.2121434,-0.1937506,0.03888093,0.2018184,-1.21723,-0.07699869,0.7892849,-0.4411323,-0.01187963
1,-0.1613591,-0.1525556,-0.01038301,0.4989771,-1.017493,-0.1217842,0.840181,-0.4000088,-0.06087674
1,-0.2718119,-0.04809444,0.02254938,0.7231714,-0.9159179,-0.1213732,0.729837,-0.295663,-0.02764355
1,-0.2934362,0.006131126,-0.01576418,0.7989575,-1.087615,-0.08522174,0.7083072,-0.2415983,-0.06562526
1,-0.07318566,0.08634761,-0.06445676,0.6155231,-0.9799755,0.01535133,0.928626,-0.1615857,-0.1139584
1,0.05066069,0.2080491,-0.1107245,0.4304555,-0.6499267,-0.01434346,1.052508,-0.04012452,-0.1598443
1,0.07744171,0.2358352,-0.1277854,0.3103423,-0.1804561,0.05143993,1.079291,-0.01260462,-0.176508
1,-0.01204681,0.2274691,-0.03527431,0.1972403,-0.07689477,0.24387,0.9897775,-0.02124957,-0.08359163
1,-0.07219951,0.2719002,0.01693105,0.1248448,-0.3029821,0.3236975,0.9295744,0.0229037,-0.03097848
1,-0.0705302,0.2901573,0.04543386,0.06214813,-0.1550365,0.3852927,0.9311688,0.04089776,-0.002067551
1,-0.08978705,0.2297263,0.02567548,0.01577118,-0.1481527,0.4076417,0.9118109,-0.01976799,-0.02141746
1,-0.006269594,0.1551634,-0.06951938,0.004515839,-0.2104578,0.3616326,0.9951998,-0.09452588,-0.1162036
1,-0.02558047,0.07884666,-0.1035077,0.08464313,0.01407836,0.3192205,0.9757328,-0.1709905,-0.1497854
1,-0.05711023,0.03884825,-0.1117144,0.2167701,0.1978866,0.2847627,0.9440202,-0.2110863,-0.1575924
1,0.000426359,0.04141627,-0.08803159,0.2271741,0.3165321,0.1841965,1.001348,-0.2085651,-0.1335228
1,0.001521196,0.01083088,-0.02616278,0.09757971,-0.08293065,-0.1204672,1.002209,-0.2391483,-0.07128473
1,0.1486395,0.03936979,0.03416459,0.01151223,-0.7310501,-0.4332359,1.149072,-0.21056,-0.01060814
1,0.3049882,0.07520002,0.0438995,0.1507588,-0.7800188,-0.4219991,1.305151,-0.1746351,-0.000543687
1,0.3369149,0.0740097,-0.03995524,0.2968341,-0.5672569,-0.2379339,1.336807,-0.1756863,-0.08408693
1,0.3217841,0.1363282,-0.09915756,0.1479047,-0.3576473,-0.1919027,1.321419,-0.1131837,-0.1429957
1,0.212819,0.1163157,-0.1604906,-0.2264943,-0.1723072,-0.2453826,1.212227,-0.1329657,-0.2040561
1,0.09662154,0.03687663,-0.1798254,-0.7360777,-0.3232927,-0.3253393,1.095845,-0.2121263,-0.2231448
1,-0.09473525,-0.092537,-0.1276668,-0.983225,-0.5313012,-0.4389394,0.9043502,-0.3412144,-0.1707734
1,-0.2309839,-0.3095444,-0.1779952,-0.633769,-0.3463127,-0.5705368,0.7680073,-0.5578559,-0.2209287
1,-0.1142506,-0.3628688,-0.1852703,-0.2164681,0.08204451,-0.7860896,0.8846807,-0.6107877,-0.2280762
1,0.09515488,-0.3799942,-0.1676242,0.107438,0.6736286,-0.899708,1.094052,-0.6275131,-0.210354
1,0.3577332,-0.4077332,-0.2075369,0.5141066,1.324229,-0.7481887,1.356619,-0.6548652,-0.2502479
1,-0.3769543,0.1298225,0.1977162,-0.818455,0.1103387,-0.4530881,0.6356514,-0.1220219,0.1715725
1,-0.2568173,0.05622842,0.1531725,-0.7339261,0.1290261,-0.5981557,0.7563035,-0.1948587,0.1264756
1,-0.03455819,-0.03490241,0.12019,-0.7228998,0.002560427,-0.6189523,0.9789585,-0.2852229,0.09293109
1,0.2193433,-0.08104846,0.1558422,-0.6993551,0.06469386,-0.4313224,1.233137,-0.3305953,0.1280221
1,0.5468166,0.03784081,0.1946462,-0.6970709,0.4190004,-0.2318503,1.560783,-0.2109294,0.166275
1,0.7321397,0.2761538,0.1955691,-0.9568898,1.243759,-0.1652719,1.7462,0.02816143,0.1666663
1,0.4908585,0.4112797,0.2762121,-1.432755,1.715227,-0.1140509,1.504969,0.1640724,0.2468076
1,0.2165509,0.3514147,0.382979,-1.653393,0.8060362,0.1261639,1.230699,0.1050129,0.3531148
1,0.1556424,0.01380368,0.3121373,-1.39294,-0.4338456,0.5936106,1.169836,-0.2317593,0.2818696
1,0.2318777,-0.4653764,0.07753398,-0.8832561,-0.4427295,0.7527355,1.246137,-0.7100653,0.04693182
1,0.2758878,-0.6445418,-0.1945177,-0.3497443,0.7272107,0.327325,1.29024,-0.8883368,-0.2253806
1,0.02565045,-0.4133112,-0.2539924,-0.1641421,1.47046,-0.0218375,1.040133,-0.6562205,-0.285049
1,-0.2348648,-0.1916938,-0.06871439,-0.4502952,0.4847188,0.1475867,0.7797879,-0.4337522,-0.09991051
1,-0.1700109,-0.1205949,-0.00299962,-0.6356281,-0.7799777,0.2373839,0.844845,-0.3618536,-0.03429215
1,-0.04599552,-0.0228732,-0.08100694,-0.7975385,-0.5318062,0.02283553,0.9690856,-0.2633906,-0.1123592
1,-0.03976776,-0.03816332,-0.0845597,-1.081497,-0.3225508,0.0143712,0.9755525,-0.2780001,-0.1159401
1,-0.04444951,-0.1200411,-0.04716277,-0.8877389,-0.9058495,0.02838648,0.9711192,-0.359258,-0.07854551
1,-0.05878649,-0.1478232,-0.03108362,-0.5553624,-0.8745341,-0.09785942,0.9570362,-0.3864824,-0.06244802
1,-0.073305,-0.1947149,-0.06157233,-0.4209269,-0.5468045,-0.1798518,0.9427734,-0.4328824,-0.09290171
1,-0.1185446,-0.10942,-0.09382756,-0.2191825,-0.188639,-0.328681,0.8977869,-0.3471663,-0.1251093
1,-0.2606043,0.0136149,-0.05544989,-0.2238221,-0.01116886,-0.3219575,0.7559712,-0.2237835,-0.08667587
1,-0.324032,0.07465059,-0.01719598,-0.2914934,-0.4289339,-0.1391486,0.6927687,-0.1624716,-0.04836233
1,-0.2449504,0.1650525,-0.009948787,-0.332815,-0.5705702,0.02548262,0.7720437,-0.07185863,-0.04105412
1,-0.1540078,0.1624096,-0.03258652,-0.5547193,-0.5735709,0.2683793,0.8631361,-0.07434563,-0.06363081
1,-0.07461745,0.1306599,-0.08841886,-0.5910809,-0.3342312,0.3884363,0.9426249,-0.1059833,-0.1194037
1,-0.07044555,0.1219116,-0.09988313,-0.4905973,0.3624327,0.3651165,0.946841,-0.1146531,-0.1308134
1,-0.1282349,0.1133495,-0.05906383,-0.482856,0.4937373,0.353062,0.8890409,-0.1231614,-0.08994818
1,-0.1348799,0.1296503,-0.03550381,-0.4843443,0.2716043,0.3074284,0.8823288,-0.1068236,-0.06635443
1,-0.09558404,0.05991998,-0.08608553,-0.4879797,0.1662807,0.2728179,0.9214995,-0.1765266,-0.1169168
1,-0.0249328,-0.02126885,-0.1507075,-0.4037486,0.2911462,0.1853227,0.9919666,-0.257693,-0.1815365
1,0.04928592,-0.02986171,-0.1191796,-0.3026052,0.5027376,0.05849676,1.065944,-0.2662666,-0.1500278
1,0.08672061,0.04590777,-0.01544618,-0.2958396,0.3736473,-0.06814041,1.103086,-0.1904813,-0.04633935
1,0.1031414,0.1623187,0.1192008,-0.3776337,0.1156047,-0.2621818,1.119169,-0.07405636,0.08823615
1,0.1294879,0.1631489,0.1627901,-0.5041882,-0.4666093,-0.40471,1.145143,-0.07320904,0.1317319
1,0.2386016,0.1690652,-0.004872215,-0.6267049,-0.8931783,-0.4107967,1.253859,-0.06726507,-0.03603895
1,0.3775629,0.2248987,-0.1815964,-0.9706668,-0.6157596,-0.298227,1.392411,-0.01138541,-0.2128826
1,0.3135188,0.1625148,-0.1982341,-1.542489,-0.4500243,-0.1950074,1.327962,-0.07369631,-0.2296532
1,0.04230766,-0.0494426,-0.1783444,-1.999637,-0.4133979,-0.2590982,1.056368,-0.2855477,-0.2099174
1,-0.1965462,-0.3318089,-0.2016297,-2.081866,-0.3352622,-0.4988719,0.8171584,-0.5677761,-0.2333851
1,-0.2102457,-0.4362195,-0.2250522,-1.586877,-0.2035158,-0.800725,0.8031286,-0.672029,-0.2570263
1,0.01434521,-0.4016888,-0.2765533,-0.8360422,0.5503842,-0.8661559,1.027406,-0.6373402,-0.30879
1,0.1576806,-0.4929865,-0.360487,-0.4355136,1.579823,-0.7026059,1.170439,-0.7285017,-0.3930399
1,0.08365099,-0.5149659,-0.3476722,-0.3462699,2.0933,-0.4526724,1.096123,-0.7503887,-0.3806062
1,0.06698793,-0.3653741,-0.2630002,-0.5106649,1.992922,0.0104454,1.079192,-0.6007699,-0.2963914
1,0.07461998,-0.1088306,-0.1253598,-1.018209,1.374878,0.2776865,1.08658,-0.3442812,-0.1592927
1,-0.04630694,0.2622823,0.1075884,-1.395573,0.6545507,0.165273,0.9654347,0.02669036,0.07302803
1,-0.1503012,0.2864532,0.1249874,-1.445479,0.6742006,0.2336092,0.8612456,0.0506428,0.08972038
1,-0.1797264,0.07866105,-0.01932291,-1.38383,1.171015,0.3648703,0.8316439,-0.1574286,-0.05536442
1,-0.2605469,0.1666284,0.02573394,-1.273924,1.373504,0.3525751,0.750656,-0.06978617,-0.01114001
1,-0.3844804,0.1116881,0.03585942,-1.230729,1.523103,0.364542,0.6265521,-0.1250855,-0.001897257
1,-0.4478658,-0.01190377,0.01555317,-1.154573,1.368702,0.2055012,0.5629773,-0.2490613,-0.02312928
1,-0.5221689,0.0926043,0.125378,-1.074711,0.7048795,-0.01081751,0.4884467,-0.1449555,0.08573438
1,-0.5791481,0.0214438,0.1997008,-1.012169,0.04669827,-0.07790136,0.4311802,-0.2165319,0.15907
1,-0.504118,-0.001916156,0.2726125,-0.7458465,-0.4577276,-0.1433255,0.5058409,-0.240317,0.2309813
1,-0.3595472,0.02879374,0.2759843,-0.4877754,-0.3590966,-0.2242507,0.6499405,-0.2100386,0.233355
1,-0.1466218,-0.05860534,0.2054746,-0.3057211,-0.1357018,-0.2869686,0.8622803,-0.2978735,0.1618651
1,0.04277221,0.001222073,0.1836453,-0.2424193,-0.3721788,-0.2526695,1.050971,-0.2384854,0.1390872
1,0.1792421,0.01895448,0.1269304,-0.357691,-0.2204725,-0.1305355,1.186628,-0.2211951,0.08146588
1,0.4357319,0.09060336,0.115822,-0.4209065,0.1920465,0.01055547,1.442211,-0.1499892,0.06950067
1,0.5902206,0.2853074,0.1242867,-0.6518593,0.8800005,0.09497567,1.595724,0.04427637,0.07716356
1,0.4536097,0.3156605,0.1784085,-0.9680946,1.573145,0.06073451,1.458101,0.07420577,0.1305434
1,0.3599525,0.2595042,0.3739266,-1.120595,0.9292054,0.2341061,1.363426,0.01765454,0.325386
1,0.4106337,-0.01472404,0.3609687,-1.0899,0.07668833,0.632896,1.413108,-0.2569281,0.3118301
1,0.2711086,-0.6249113,-0.2469887,0.363778,0.8263493,0.3603926,1.271727,-0.8677109,-0.2970533
1,0.02006371,-0.3497527,-0.1222773,0.3397828,1.37638,-0.03535464,1.019858,-0.5928324,-0.1726749
1,-0.3140833,-0.06054886,0.09716637,-0.1079583,0.304935,0.1587292,0.6849628,-0.3039269,0.04650821
1,-0.2125131,-0.01719003,0.002128902,-0.414072,-1.053036,0.3815002,0.7858524,-0.2608946,-0.048724
1,0.04548213,0.0155133,-0.04847272,-0.7703724,-0.5576689,0.2534618,1.043222,-0.2285467,-0.09945799
1,-0.02122853,-0.01429192,-0.02825426,-0.976701,-0.3530406,0.2394402,0.9759324,-0.2587338,-0.07931414
1,-0.02663029,-0.142978,-0.05531862,-0.7084329,-1.018614,0.1050902,0.9699961,-0.387826,-0.1064012
1,-0.02785473,-0.1694279,0.0499841,-0.410464,-0.9252408,-0.1269527,0.9682786,-0.4147078,-0.001074473
1,-0.1258371,-0.1619201,-0.008158094,-0.225506,-0.744263,-0.2326766,0.8698412,-0.4076615,-0.05914988
1,-0.1459415,-0.0762429,-0.08283586,-0.01243957,-0.6605951,-0.3641398,0.8493141,-0.3224799,-0.1337214
1,-0.2952216,0.04359647,-0.002840136,0.01877328,-0.5360672,-0.1887339,0.6996352,-0.2031718,-0.05358458
1,-0.3186799,0.09797587,-0.06256796,-0.0215839,-0.7629508,0.0752427,0.6757898,-0.1493565,-0.1131415
1,-0.1623969,0.1472751,-0.07544165,-0.1004736,-0.6970784,0.1437898,0.8316838,-0.1006468,-0.1258194
1,-0.1138079,0.1574118,-0.07060136,-0.2602537,-0.447173,0.2701186,0.8798711,-0.09111585,-0.1207639
1,-0.04608866,0.1856045,-0.1028781,-0.2771069,-0.2169734,0.293133,0.9471703,-0.0635343,-0.1528119
1,-0.06332985,0.1916523,-0.03098936,-0.2234477,0.05008123,0.3103309,0.9294887,-0.0580923,-0.08068661
1,-0.08241347,0.1788912,-0.0329796,-0.2273893,0.01478257,0.3333035,0.9099436,-0.07144305,-0.08243689
1,-0.0307291,0.2149276,-0.05762163,-0.2595039,0.1677083,0.2696375,0.9611449,-0.03597007,-0.1068388
1,-0.07216206,0.1781772,-0.07361871,-0.2904194,0.3421694,0.3263445,0.919207,-0.07324783,-0.1225986
1,-0.008514937,0.1237017,-0.08753183,-0.3026168,0.3317651,0.2978227,0.9823278,-0.1282064,-0.1362811
1,0.1165638,0.05213245,-0.01507676,-0.307661,0.4883984,0.1880278,1.106861,-0.2002086,-0.06360579
1,0.2228004,-0.02487282,0.04000946,-0.3138038,0.2977149,0.004229995,1.212538,-0.2775949,-0.008311774
1,0.300465,0.04642295,0.06887906,-0.3468221,-0.1667474,-0.3140463,1.289641,-0.2066293,0.02075387
1,0.3014704,0.1538548,-0.01070462,-0.3991376,-0.5936001,-0.3962668,1.290097,-0.09947782,-0.05864326
1,0.3721838,0.1931196,-0.1512102,-0.5931478,-0.7173245,-0.3350351,1.360289,-0.06044143,-0.1989712
1,0.2823868,0.08736521,-0.1638588,-1.061126,-0.2918005,-0.3369427,1.270015,-0.1663679,-0.2114546
1,0.001327682,-0.1996623,-0.1536425,-1.568514,-0.1018417,-0.3861378,0.9885358,-0.4535095,-0.2010923
1,-0.1217266,-0.3977012,-0.1549508,-1.627685,-0.1686654,-0.5897297,0.8651226,-0.6516121,-0.2022809
1,-0.0629477,-0.394549,-0.1694125,-1.003831,-0.01294917,-0.8363383,0.9235995,-0.6484902,-0.2166559
1,0.1319399,-0.4006898,-0.2413817,-0.2825115,0.3172857,-0.8641858,1.118236,-0.6546493,-0.2885778
1,0.3882092,-0.3979501,-0.2908676,-0.01553678,0.9339748,-0.6502393,1.374305,-0.6519374,-0.3380641
1,0.5625208,-0.1978198,-0.2457639,0.1366372,1.458242,-0.4378415,1.548477,-0.4518627,-0.2930179
1,0.4361437,0.05729953,-0.1307233,0.01310419,1.512622,-0.2220558,1.422039,-0.1968387,-0.1781004
1,0.1379868,0.239371,-0.05192655,-0.756706,1.310839,-0.03007224,1.123918,-0.01490256,-0.09949678
1,0.03737151,0.3256577,0.009656852,-1.36676,1.109871,0.03926031,1.023443,0.07121854,-0.038176
1,-0.115076,0.2149283,0.01434533,-1.496303,1.060907,0.2614019,0.8712368,-0.03969149,-0.0338154
1,-0.3285099,0.1228645,-0.05145687,-1.518728,1.220128,0.4836937,0.6581351,-0.1319364,-0.1000053
1,-0.3183743,0.1085061,-0.02160439,-1.374536,1.450035,0.4894864,0.6686759,-0.1464666,-0.07059577
1,-0.3112637,0.02596446,0.01650928,-1.205622,1.378058,0.4217801,0.6762429,-0.229165,-0.03297626
1,-0.3905093,-0.02037233,0.07578134,-0.9309566,1.072439,0.2429754,0.5974832,-0.2756407,0.02575555
1,-0.4246789,-0.0534201,0.2041423,-0.5756391,0.6916724,0.0549542,0.563807,-0.3088101,0.153538
1,-0.3985109,-0.01671533,0.2173684,-0.454689,0.1998529,-0.0306083,0.5904539,-0.272212,0.1661586
1,-0.3872679,0.08954722,0.2156359,-0.3531033,-0.02685889,-0.01059657,0.6021398,-0.1660428,0.1638072
1,-0.3419311,0.1251495,0.2194852,-0.3543352,-0.005083314,-0.001179262,0.6478648,-0.1305194,0.1670379
1,-0.2107668,0.1568055,0.1537645,-0.4568581,0.05930295,-0.1026342,0.7793477,-0.09892362,0.1007118
1,-0.1420595,0.09991719,0.1301879,-0.5078216,0.1502903,-0.1723947,0.8482939,-0.1558479,0.0765527
1,-0.03442348,0.03209763,0.1292721,-0.6117046,0.02561402,-0.2279799,0.9560849,-0.223675,0.0750852
1,0.1805528,0.06749921,0.1621944,-0.5603718,-0.03451485,-0.1541254,1.171134,-0.1882505,0.1074928
1,0.4381929,0.0773934,0.2033196,-0.5291023,0.3270225,-0.007604334,1.428777,-0.1783022,0.148147
1,0.5981455,0.1427864,0.2197227,-0.5964035,0.9303995,-0.03402723,1.588681,-0.1128222,0.1641301
1,0.4491685,0.1798192,0.2890726,-0.577299,1.240229,0.06501849,1.439633,-0.0756665,0.2331197
1,0.3133322,0.04778106,0.3159831,-0.5658235,0.7798113,0.3184643,1.30373,-0.2075416,0.2597392
1,0.3243467,-0.1870227,0.220691,-0.2353811,0.3715668,0.4660993,1.314702,-0.4421414,0.1642359
1,0.2479605,-0.3666279,0.06810307,0.2962712,0.6803182,0.4558893,1.238315,-0.6215093,0.01152402
1,0.1113822,-0.2662365,-0.01347124,0.3584551,0.6896103,0.3292485,1.101786,-0.5208623,-0.07008545
1,-0.08705037,-0.07764016,0.009068883,-0.01544371,-0.02411164,0.2891681,0.903458,-0.3320082,-0.04749553
1,-0.136384,0.006794498,0.003433155,-0.4146117,-0.6480968,0.2865215,0.8542819,-0.2473233,-0.05300242
1,0.05462286,0.06024886,-0.04310264,-0.7369312,-0.7303374,0.1822354,1.045491,-0.1936291,-0.09933656
1,0.1330949,0.006949446,-0.06826559,-0.9483774,-0.6374354,0.03027851,1.124206,-0.2466982,-0.124232
1,0.01553176,-0.09087571,-0.02742906,-0.7792768,-0.8816434,-0.04576381,1.006924,-0.3443016,-0.08306998
1,-0.09277806,-0.195059,0.03779718,-0.3937102,-1.071677,-0.05070219,0.8989343,-0.4482744,-0.01746723
1,-0.06905955,-0.2723381,0.01971009,-0.1152736,-0.8302146,-0.1955593,0.9230062,-0.5253611,-0.03513162
1,-0.09382904,-0.1722634,-0.009257817,0.1742997,-0.6164663,-0.2646213,0.8986164,-0.4251222,-0.0636343
1,-0.3108749,0.05549086,-0.03627351,0.1450191,-0.7560121,0.04127578,0.6823728,-0.197153,-0.08960867
1,-0.2668546,0.1865927,-0.04211958,0.003658217,-0.9339663,0.1891784,0.7267891,-0.06600117,-0.09488861
1,-0.1814611,0.1793507,-0.0693715,-0.229891,-0.5955778,0.2704079,0.8125558,-0.07322245,-0.1215515
1,-0.07518141,0.1838544,-0.1015118,-0.3270085,-0.1001766,0.3002409,0.9191753,-0.06871657,-0.1530863
1,-0.09632244,0.2019264,-0.07276986,-0.1892579,0.1015889,0.428466,0.8983348,-0.05065009,-0.123729
1,-0.1466479,0.1409234,-0.02733698,-0.1736134,0.1048124,0.472536,0.8482674,-0.1116563,-0.07767764
1,-0.1343266,0.1417704,-0.004946979,-0.1427161,0.01055394,0.4796492,0.8608004,-0.1108014,-0.0546704
1,-0.1098949,0.1086092,-0.02846973,-0.03674558,-0.03792211,0.5137344,0.8853937,-0.1439372,-0.07758007
1,-0.02300698,0.04446693,-0.08169101,0.02723534,0.0101054,0.4311193,0.9723902,-0.2080317,-0.1301951
1,0.09242755,0.01171783,-0.1005648,0.1602247,0.2550481,0.2703434,1.087881,-0.2407085,-0.1484736
1,0.1492987,-0.02873035,-0.08056339,0.1583842,0.4808127,0.01579196,1.144762,-0.2810602,-0.1278928
1,0.1600777,0.05141231,-0.01249376,-0.000541435,0.1215675,-0.2724853,1.155512,-0.2007987,-0.05926419
1,0.1775564,0.1597657,0.06916123,-0.113008,-0.5252498,-0.4022029,1.172935,-0.0923044,0.02292722
1,0.2214857,0.1759869,0.03532479,-0.2333018,-0.7664712,-0.3770922,1.216792,-0.07591725,-0.01039433
1,0.2788134,0.1525097,-0.09785674,-0.4228536,-0.6599065,-0.347545,1.274043,-0.09919794,-0.1430811
1,0.2832929,0.04772168,-0.1829179,-0.8920409,-0.4495142,-0.4182407,1.278455,-0.2037538,-0.2276694
1,0.137368,-0.1177443,-0.1615747,-1.453383,-0.288787,-0.5482792,1.132483,-0.3689511,-0.2058811
